	COMMON.id	COMMON.assoc	COMMON.name	COMMON.xpos	COMMON.ypos	COMMON.width	COMMON.height	COMMON.attribs	COMMON.colorf	COMMON.colorb	COMMON.texturenumber	COMMON.fontnumber	COMMON.active	COMMON.commonattribs	COMMON.help	totalgadgets	VERSION.major	VERSION.minor	VERSION.revision	panel	crdefault	escdefault	defaultfocus	hotornot	text	status	quickkey	grayedout	stages	range	thick	knobpos	knobsize	filename	link	crtdefault	maxchars	itemheight
ReImagined HPI RAW\guis\CORCS1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORCS1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORCS1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\corcsa1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\corcsa1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\corcsa1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\corcsa1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\corcsa1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\corcsa1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\corcsa1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\corcsa1.GADGET7	1	77	CORMSTOR	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa1.GADGET8	1	77	CORMAKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\corcsa1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\corcsa1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\corcsa2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\corcsa2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\corcsa2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\corcsa2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\corcsa2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\corcsa2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\corcsa2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\corcsa2.GADGET7	1	77	CORSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa2.GADGET8	1	77	CORRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\corcsa2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\corcsa2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\corcsa3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\corcsa3.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\corcsa3.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\corcsa3.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\corcsa3.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\corcsa3.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\corcsa3.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\corcsa3.GADGET7	1	77	CORRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa3.GADGET8	1	77	CORDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa3.GADGET9	1	77	CORPUN	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa3.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\corcsa3.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\corcsa3.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\corcsa4.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\corcsa4.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\corcsa4.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\corcsa4.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\corcsa4.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\corcsa4.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\corcsa4.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\corcsa4.GADGET7	1	77	CORUWMS	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa4.GADGET8	1	77	CORUWMEX	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa4.GADGET9	1	77	CORFMKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa4.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\corcsa4.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\corcsa4.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\corcsa5.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\corcsa5.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\corcsa5.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\corcsa5.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\corcsa5.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\corcsa5.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\corcsa5.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\corcsa5.GADGET7	1	77	CORTL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa5.GADGET8	1	77	CORHP	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa5.GADGET9	1	77	CORVIPE	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\corcsa5.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\corcsa5.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\corcsa5.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORCV1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORCV1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORCV1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\CORCV1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\CORCV1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\CORCV1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\CORCV1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\CORCV1.GADGET7	1	77	CORMSTOR	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORCV1.GADGET8	1	77	CORMAKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORCV1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORCV1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORCV1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORCV2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORCV2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORCV2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\CORCV2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\CORCV2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\CORCV2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\CORCV2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\CORCV2.GADGET7	1	77	CORSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORCV2.GADGET8	1	77	CORRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORCV2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORCV2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORCV2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORCV3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORCV3.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORCV3.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\CORCV3.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\CORCV3.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\CORCV3.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\CORCV3.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\CORCV3.GADGET7	1	77	CORRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORCV3.GADGET8	1	77	CORDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORCV3.GADGET9	1	77	CORPUN	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORCV3.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORCV3.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\CORCV3.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORDL.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORDL.GADGET1	7	0	CORFONT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORDL.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\CORDL.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI RAW\guis\CORDL.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\CORDL.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\CORDL.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\CORDL.GADGET7	1	0	IGPATCH	64	91	64	64	32	15	0	0	0	1	4														1										
ReImagined HPI RAW\guis\CORDL.GADGET8	1	0	IGPATCH	0	155	64	64	32	15	0	0	0	1	4														1										
ReImagined HPI RAW\guis\CORDL.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	4														1										
ReImagined HPI RAW\guis\CORDL.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\CORDL.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\CORDL.GADGET17	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORFMD1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORFMD1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORFMD1.GADGET2	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\CORFMD1.GADGET3	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\CORFMD1.GADGET4	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\CORFMD1.GADGET5	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\CORFMD1.GADGET6	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\CORFMD1.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORFMD1.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORFMD1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORFMD1.GADGET27	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\CORFMD1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\Corgant1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\Corgant1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\Corgant1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\Corgant1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\Corgant1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\Corgant1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\Corgant1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\Corgant1.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Corgant1.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Corgant1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Corgant1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\Corgant1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\Corgant1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORGEN.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		30	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORGEN.GADGET1	7	0	CORFONT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORGEN.GADGET2	1	8	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\CORGEN.GADGET3	1	8	CORBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI RAW\guis\CORGEN.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\CORGEN.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\CORGEN.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\CORGEN.GADGET7	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\CORGEN.GADGET8	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\CORGEN.GADGET9	1	0	CORFIREORD	6	35	113	20	256	15	0	0	0	1	0													102											
ReImagined HPI RAW\guis\CORGEN.GADGET10	1	0	CORMOVEORD	6	59	113	20	25	15	0	0	0	1	0													118											
ReImagined HPI RAW\guis\CORGEN.GADGET11	1	0	CORONOFF	6	92	113	20	256	15	0	0	0	1	0													120											
ReImagined HPI RAW\guis\CORGEN.GADGET12	1	1	CORCAPTURE	64	207	55	31	64	15	0	0	0	1	0													99											
ReImagined HPI RAW\guis\CORGEN.GADGET13	1	1	CORRECLAIM	5	172	55	31	64	15	0	0	0	1	0													101											
ReImagined HPI RAW\guis\CORGEN.GADGET14	1	1	CORREPAIR	5	207	55	31	64	15	0	0	0	1	0													114											
ReImagined HPI RAW\guis\CORGEN.GADGET15	1	1	CORLOAD	64	317	55	31	64	15	0	0	0	1	0													108											
ReImagined HPI RAW\guis\CORGEN.GADGET16	1	0	CORCLOAK	6	116	113	20	256	15	0	0	0	1	0													107											
ReImagined HPI RAW\guis\CORGEN.GADGET17	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORGEN.GADGET18	1	1	CORUNLOAD	64	172	55	31	64	15	0	0	0	1	0													117											
ReImagined HPI RAW\guis\Corhp1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\Corhp1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\Corhp1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\Corhp1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\Corhp1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\Corhp1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\Corhp1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\Corhp1.GADGET7	1	77	CORAH	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Corhp1.GADGET8	1	77	CORMH	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Corhp1.GADGET9	1	77	CORTHOVR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Corhp1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\Corhp1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\Corhp1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORLAB1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\CORLAB1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\CORLAB1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\CORLAB1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI RAW\guis\CORLAB1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\CORLAB1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\CORLAB1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\CORLAB1.GADGET7	1	77	CORTHUD	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORLAB1.GADGET8	1	77	CORCRASH	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\CORLAB1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\CORLAB1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\CORLAB1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	68											
ReImagined HPI RAW\guis\CORLAB1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\Cormabm1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI RAW\guis\Cormabm1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI RAW\guis\Cormabm1.GADGET2	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\Cormabm1.GADGET3	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\Cormabm1.GADGET4	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\Cormabm1.GADGET5	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\Cormabm1.GADGET6	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\Cormabm1.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Cormabm1.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Cormabm1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Cormabm1.GADGET27	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\Cormabm1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\CORMAIN.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		6	1	0	0	CORPAN2																		
ReImagined HPI RAW\guis\CORMAIN.GADGET1	1	78	OPTIONS	5	283	115	40	2	15	0	0	0	1	0											Options Menu		O											
ReImagined HPI RAW\guis\CORMAIN.GADGET2	5	168	KILLS	14	13	92	16	2	15	0	103	0	1	54																								
ReImagined HPI RAW\guis\CORMAIN.GADGET3	5	0	LOSSES	14	34	82	12	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\CORMAIN.GADGET4	5	0	TOTALUNITS	14	55	82	12	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\CORMAIN.GADGET5	1	243	SHARE	5	228	115	40	2	15	0	0	0	1	0											Share	0	83	0										
ReImagined HPI RAW\guis\CORMAIN.GADGET6	1	0	ALLIES	5	119	115	40	2	15	0	0	0	1	100											Allies	0	A	0										
ReImagined HPI RAW\guis\CORMAIN2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		3	1	0	0	CORPAN2																		
ReImagined HPI RAW\guis\CORMAIN2.GADGET1	5	168	KILLS	14	13	92	16	2	15	0	103	0	1	54																								
ReImagined HPI RAW\guis\CORMAIN2.GADGET2	5	0	LOSSES	14	34	82	12	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\CORMAIN2.GADGET3	5	0	TOTALUNITS	14	55	82	12	2	15	0	0	0	1	0																								
