	COMMON.id	COMMON.assoc	COMMON.name	COMMON.xpos	COMMON.ypos	COMMON.width	COMMON.height	COMMON.attribs	COMMON.colorf	COMMON.colorb	COMMON.texturenumber	COMMON.fontnumber	COMMON.active	COMMON.commonattribs	COMMON.help	totalgadgets	VERSION.major	VERSION.minor	VERSION.revision	panel	crdefault	escdefault	defaultfocus	hotornot	text	status	quickkey	grayedout	stages	range	thick	knobpos	knobsize	filename	link	crtdefault	maxchars	itemheight
ReImagined HPI Compile\ReIm_GUIs\corch1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET7	1	77	CORSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET8	1	77	CORRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\corch2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET7	1	77	CORRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET8	1	77	CORDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET9	1	77	CORPUN	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\CORCH3.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET7	1	77	CORUWMS	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET8	1	77	CORUWMEX	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET9	1	77	CORFMKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\CORCH4.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET7	1	77	CORTL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET8	1	77	CORHP	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET9	1	77	CORVIPE	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\CORCH5.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET7	1	77	CORMSTOR	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET8	1	77	CORMAKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\CORCK1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET7	1	77	CORSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET8	1	77	CORRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\CORCK2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET7	1	77	CORRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET8	1	77	CORDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET9	1	77	CORPUN	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\CORCK3.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET7	1	0	CORMSTOR	64	91	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET8	1	0	CORMEX	0	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET9	1	0	CORMAKR	64	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI Compile\ReIm_GUIs\CORCOM1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				CORBUTT				
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET7	1	0	CORSY	64	91	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET8	1	0	CORLLT	0	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET9	1	0	CORRAD	64	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI Compile\ReIm_GUIs\CORCOM2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				CORBUTT				
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET7	1	0	CORUWMS	64	91	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET8	1	0	CORUWMEX	0	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET9	1	0	CORFMKR	64	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI Compile\ReIm_GUIs\CORCOM3.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				CORBUTT				
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET7	1	0	IGPATCH	64	91	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET8	1	0	IGPATCH	0	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET9	1	0	IGPATCH	64	155	64	64	32	15	0	0	0	1	4																								
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI Compile\ReIm_GUIs\corcom4.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET7	1	0	CORSONAR	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET8	1	0	CORTL	0	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET9	1	0	CORLLT	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\CORCS1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET7	1	77	CORMSTOR	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET8	1	77	CORMAKR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\corcsa1.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET7	1	77	CORSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET8	1	77	CORRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET27	1	1	CORDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI Compile\ReIm_GUIs\corcsa2.GADGET28	1	1	CORBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	CORPAN																		
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET1	7	0	CORBUTT	0	0	0	0	0	0	0	0	0	1	0																				corbutt				
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET2	1	0	CORORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET3	1	0	CORBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET4	1	1	CORMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET5	1	1	CORSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET6	1	1	CORPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET7	1	77	CORRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET8	1	77	CORDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET9	1	77	CORPUN	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI Compile\ReIm_GUIs\corcsa3.GADGET26	1	1	CORATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
